"Time","Meter Out Counter value ls","Meter Out Measure ccs/min"
﻿"2022-05-13 15:12:19.241",0.0001041467,0
﻿"2022-05-13 15:17:19.250",0.0002964867,0
﻿"2022-05-13 15:22:19.238",0.0002964867,0
﻿"2022-05-13 15:27:19.242",0.05227965,0
﻿"2022-05-13 15:32:19.247",0.05328199,3.48581
﻿"2022-05-13 15:37:19.238",0.05376285,0
﻿"2022-05-13 15:42:19.240",0.05415937,0
﻿"2022-05-13 15:47:19.245",0.05437816,0
﻿"2022-05-13 15:52:19.235",0.05724698,0
﻿"2022-05-13 15:57:19.237",0.0589836,0
﻿"2022-05-13 16:02:19.242",0.06012419,0
﻿"2022-05-13 16:07:19.234",0.06151911,0
﻿"2022-05-13 16:12:19.234",0.06306651,0
﻿"2022-05-13 16:17:19.239",0.06364125,0
﻿"2022-05-13 16:22:19.231",0.06364125,0
﻿"2022-05-13 16:27:19.231",0.06364125,0
﻿"2022-05-13 16:32:19.236",0.06364125,0
﻿"2022-05-13 16:37:19.229",0.06366914,0
﻿"2022-05-13 16:42:19.228",0.06366914,0
﻿"2022-05-13 16:47:19.233",0.06366914,0
﻿"2022-05-13 16:52:19.227",0.06366914,0
﻿"2022-05-13 16:57:19.226",0.06366914,0
﻿"2022-05-13 17:02:19.229",0.06368223,0
﻿"2022-05-13 17:07:19.235",0.06368223,0
﻿"2022-05-13 17:12:19.224",0.06368223,0
﻿"2022-05-13 17:17:19.227",0.06368223,0
﻿"2022-05-13 17:22:19.231",0.06371558,0
﻿"2022-05-13 17:27:19.236",0.06372922,0
﻿"2022-05-13 17:32:19.223",0.06372922,0
﻿"2022-05-13 17:37:19.229",0.06372922,0
﻿"2022-05-13 17:42:19.221",0.06372922,0
﻿"2022-05-13 17:47:19.221",0.06372922,0
﻿"2022-05-13 17:52:19.226",0.06372922,0
﻿"2022-05-13 17:57:19.218",0.06372922,0
﻿"2022-05-13 18:02:19.217",0.06372922,0
﻿"2022-05-13 18:07:19.223",0.06372922,0
﻿"2022-05-13 18:12:19.214",0.06372922,0
﻿"2022-05-13 18:17:19.214",0.06372922,0
﻿"2022-05-13 18:22:19.219",0.06372922,0
﻿"2022-05-13 18:27:19.224",0.06372922,0
﻿"2022-05-13 18:32:19.214",0.06372922,0
﻿"2022-05-13 18:37:19.217",0.06372922,0
﻿"2022-05-13 18:42:19.221",0.06372922,0
﻿"2022-05-13 18:47:19.212",0.06372922,0
﻿"2022-05-13 18:52:19.213",0.06372922,0
﻿"2022-05-13 18:57:19.219",0.06372922,0
﻿"2022-05-13 19:02:19.222",0.06372922,0
﻿"2022-05-13 19:07:19.212",0.06372922,0
﻿"2022-05-13 19:12:19.215",0.06372922,0
﻿"2022-05-13 19:17:19.219",0.06372922,0
﻿"2022-05-13 19:22:19.207",0.06372922,0
﻿"2022-05-13 19:27:19.212",0.06372922,0
﻿"2022-05-13 19:32:19.217",0.06372922,0
﻿"2022-05-13 19:37:19.205",0.06372922,0
﻿"2022-05-13 19:42:19.209",0.06372922,0
﻿"2022-05-13 19:47:19.214",0.06372922,0
﻿"2022-05-13 19:52:19.205",0.06372922,0
﻿"2022-05-13 19:57:19.207",0.06372922,0
﻿"2022-05-13 20:02:19.210",0.06372922,0
﻿"2022-05-13 20:07:19.215",0.06372922,0
﻿"2022-05-13 20:12:19.203",0.06372922,0
﻿"2022-05-13 20:17:19.208",0.06372922,0
﻿"2022-05-13 20:22:19.212",0.06372922,0
﻿"2022-05-13 20:27:19.204",0.06372922,0
﻿"2022-05-13 20:32:19.205",0.06372922,0
﻿"2022-05-13 20:37:19.210",0.06372922,0
﻿"2022-05-13 20:42:19.214",0.06372922,0
﻿"2022-05-13 20:47:19.202",0.06372922,0
﻿"2022-05-13 20:52:19.207",0.06372922,0
﻿"2022-05-13 20:57:19.211",0.06372922,0
﻿"2022-05-13 21:02:19.198",0.06372922,0
﻿"2022-05-13 21:07:19.203",0.06372922,0
﻿"2022-05-13 21:12:19.208",0.06372922,0
﻿"2022-05-13 21:17:19.199",0.06372922,0
﻿"2022-05-13 21:22:19.201",0.06372922,0
﻿"2022-05-13 21:27:19.205",0.06372922,0
﻿"2022-05-13 21:32:19.210",0.06372922,0
﻿"2022-05-13 21:37:19.198",0.06372922,0
﻿"2022-05-13 21:42:19.202",0.06372922,0
﻿"2022-05-13 21:47:19.207",0.06372922,0
﻿"2022-05-13 21:52:19.198",0.06372922,0
﻿"2022-05-13 21:57:19.199",0.06372922,0
﻿"2022-05-13 22:02:19.203",0.06372922,0
﻿"2022-05-13 22:07:19.195",0.06372922,0
﻿"2022-05-13 22:12:19.196",0.06372922,0
﻿"2022-05-13 22:17:19.201",0.06372922,0
﻿"2022-05-13 22:22:19.193",0.06372922,0
﻿"2022-05-13 22:27:19.193",0.06372922,0
﻿"2022-05-13 22:32:19.198",0.06372922,0
﻿"2022-05-13 22:37:19.202",0.06372922,0
﻿"2022-05-13 22:42:19.190",0.06372922,0
﻿"2022-05-13 22:47:19.195",0.06372922,0
﻿"2022-05-13 22:52:19.200",0.06372922,0
﻿"2022-05-13 22:57:19.191",0.06372922,0
﻿"2022-05-13 23:02:19.191",0.06372922,0
﻿"2022-05-13 23:07:19.197",0.06372922,0
﻿"2022-05-13 23:12:19.189",0.06372922,2.688764
﻿"2022-05-13 23:17:19.188",0.06372922,0
﻿"2022-05-13 23:22:19.194",0.06372922,0
﻿"2022-05-13 23:27:19.198",0.06372922,0
﻿"2022-05-13 23:32:19.187",0.06372922,0
﻿"2022-05-13 23:37:19.191",0.06372922,0
﻿"2022-05-13 23:42:19.195",0.06372922,0
﻿"2022-05-13 23:47:19.188",0.06372922,0
﻿"2022-05-13 23:52:19.188",0.06372922,0
﻿"2022-05-13 23:57:19.192",0.06372922,0
﻿"2022-05-14 00:02:19.197",0.06372922,0
﻿"2022-05-14 00:07:19.187",0.06372922,0
﻿"2022-05-14 00:12:19.189",0.06372922,0
﻿"2022-05-14 00:17:19.193",0.06372922,0
﻿"2022-05-14 00:22:19.184",0.06372922,0
﻿"2022-05-14 00:27:19.186",0.06372922,0
﻿"2022-05-14 00:32:19.191",0.06372922,0
﻿"2022-05-14 00:37:19.183",0.06372922,0
﻿"2022-05-14 00:42:19.183",0.06372922,0
﻿"2022-05-14 00:47:19.188",0.06372922,0
﻿"2022-05-14 00:52:19.178",0.06372922,0
﻿"2022-05-14 00:57:19.180",0.06372922,0
﻿"2022-05-14 01:02:19.184",0.06372922,0
﻿"2022-05-14 01:07:19.190",0.06372922,0
﻿"2022-05-14 01:12:19.179",0.06372922,0
﻿"2022-05-14 01:17:19.169",0.06372922,0
﻿"2022-05-14 01:22:19.170",0.06372922,0
﻿"2022-05-14 01:27:19.174",0.06372922,0
﻿"2022-05-14 01:32:19.165",0.06372922,0
﻿"2022-05-14 01:37:19.167",0.06372922,0
﻿"2022-05-14 01:42:19.171",0.06372922,0
﻿"2022-05-14 01:47:19.162",0.06372922,0
﻿"2022-05-14 01:52:19.163",0.06372922,0
﻿"2022-05-14 01:57:19.168",0.06372922,0
﻿"2022-05-14 02:02:19.173",0.06372922,0
﻿"2022-05-14 02:07:19.152",0.06372922,0
﻿"2022-05-14 02:12:19.151",0.06372922,0
﻿"2022-05-14 02:17:19.153",0.06372922,0
﻿"2022-05-14 02:22:19.158",0.06372922,0
﻿"2022-05-14 02:27:19.149",0.06372922,0
﻿"2022-05-14 02:32:19.150",0.06372922,0
﻿"2022-05-14 02:37:19.154",0.06372922,0
﻿"2022-05-14 02:42:19.147",0.06372922,0
﻿"2022-05-14 02:47:19.148",0.06372922,0
﻿"2022-05-14 02:52:19.151",0.06372922,0
﻿"2022-05-14 02:57:19.139",0.06372922,0
﻿"2022-05-14 03:02:19.144",0.06372922,0
﻿"2022-05-14 03:07:19.148",0.06372922,0
﻿"2022-05-14 03:12:19.137",0.06372922,0
﻿"2022-05-14 03:17:19.141",0.06372922,0
﻿"2022-05-14 03:22:19.146",0.06372922,0
﻿"2022-05-14 03:27:19.137",0.06372922,0
﻿"2022-05-14 03:32:19.139",0.06372922,0
﻿"2022-05-14 03:37:19.143",0.06372922,0
﻿"2022-05-14 03:42:19.135",0.06372922,0
﻿"2022-05-14 03:47:19.135",0.06372922,0
﻿"2022-05-14 03:52:19.126",0.06372922,0
﻿"2022-05-14 03:57:19.128",0.06372922,0
﻿"2022-05-14 04:02:19.132",0.06372922,0
﻿"2022-05-14 04:07:19.124",0.06372922,0
﻿"2022-05-14 04:12:19.125",0.06372922,0
﻿"2022-05-14 04:17:19.130",0.06372922,0
﻿"2022-05-14 04:22:19.135",0.06372922,0
﻿"2022-05-14 04:27:19.123",0.06372922,0
﻿"2022-05-14 04:32:19.126",0.06372922,0
﻿"2022-05-14 04:37:19.131",0.06372922,0
﻿"2022-05-14 04:42:19.122",0.06372922,0
﻿"2022-05-14 04:47:19.123",0.06372922,0
﻿"2022-05-14 04:52:19.128",0.06372922,0
﻿"2022-05-14 04:57:19.118",0.06372922,0
﻿"2022-05-14 05:02:19.120",0.06372922,0
﻿"2022-05-14 05:07:19.125",0.06372922,0
﻿"2022-05-14 05:12:19.116",0.06372922,0
﻿"2022-05-14 05:17:19.117",0.06372922,0
﻿"2022-05-14 05:22:19.122",0.06372922,0
﻿"2022-05-14 05:27:19.110",0.06372922,0
﻿"2022-05-14 05:32:19.115",0.06372922,0
﻿"2022-05-14 05:37:19.120",0.06372922,0
﻿"2022-05-14 05:42:19.108",0.06372922,0
﻿"2022-05-14 05:47:19.111",0.06372922,0
﻿"2022-05-14 05:52:19.116",0.06372922,0
﻿"2022-05-14 05:57:19.108",0.06372922,0
﻿"2022-05-14 06:02:19.109",0.06372922,0
﻿"2022-05-14 06:07:19.113",0.06372922,0
﻿"2022-05-14 06:12:19.105",0.06372922,0
﻿"2022-05-14 06:17:19.106",0.06372922,0
﻿"2022-05-14 06:22:19.111",0.06372922,0
﻿"2022-05-14 06:27:19.115",0.06372922,0
﻿"2022-05-14 06:32:19.104",0.06372922,0
﻿"2022-05-14 06:37:19.107",0.06372922,0
﻿"2022-05-14 06:42:19.112",0.06372922,0
﻿"2022-05-14 06:47:19.102",0.06372922,0
﻿"2022-05-14 06:52:19.104",0.06372922,0
﻿"2022-05-14 06:57:19.101",0.06372922,0
﻿"2022-05-14 07:02:19.097",0.06372922,0
﻿"2022-05-14 07:07:19.085",0.06372922,0
﻿"2022-05-14 07:12:19.089",0.06372922,0
﻿"2022-05-14 07:17:19.082",0.06372922,0
﻿"2022-05-14 07:22:19.081",0.06372922,0
﻿"2022-05-14 07:27:19.086",0.06372922,0
﻿"2022-05-14 07:32:19.079",0.06372922,0
﻿"2022-05-14 07:37:19.079",0.06372922,0
﻿"2022-05-14 07:42:19.083",0.06372922,0
﻿"2022-05-14 07:47:19.087",0.06372922,0
﻿"2022-05-14 07:52:19.077",0.06372922,0
﻿"2022-05-14 07:57:19.080",0.06372922,0
﻿"2022-05-14 08:02:19.085",0.06372922,0
﻿"2022-05-14 08:07:19.078",0.06372922,0
﻿"2022-05-14 08:12:19.077",0.06372922,0
﻿"2022-05-14 08:17:19.083",0.06372922,0
﻿"2022-05-14 08:22:19.087",0.06372922,0
﻿"2022-05-14 08:27:19.077",0.06372922,0
﻿"2022-05-14 08:32:19.079",0.06372922,0
﻿"2022-05-14 08:37:19.083",0.06372922,0
﻿"2022-05-14 08:42:19.074",0.06372922,0
﻿"2022-05-14 08:47:19.075",0.06372922,0
﻿"2022-05-14 08:52:19.066",0.06372922,0
﻿"2022-05-14 08:57:19.068",0.06372922,0
﻿"2022-05-14 09:02:19.073",0.06372922,0
﻿"2022-05-14 09:07:19.063",0.06372922,0
﻿"2022-05-14 09:12:19.065",0.06372922,0
﻿"2022-05-14 09:17:19.070",0.06372922,0
﻿"2022-05-14 09:22:19.063",0.06372922,0
﻿"2022-05-14 09:27:19.062",0.06372922,0
﻿"2022-05-14 09:32:19.066",0.06372922,0
﻿"2022-05-14 09:37:19.055",0.06372922,0
﻿"2022-05-14 09:42:19.060",0.06372922,0
﻿"2022-05-14 09:47:19.064",0.06372922,0
﻿"2022-05-14 09:52:19.052",0.06372922,0
﻿"2022-05-14 09:57:19.056",0.06372922,0
﻿"2022-05-14 10:02:19.061",0.06372922,0
﻿"2022-05-14 10:07:19.049",0.06372922,0
﻿"2022-05-14 10:12:19.053",0.06372922,0
﻿"2022-05-14 10:17:19.058",0.06372922,0
﻿"2022-05-14 10:22:19.046",0.06372922,0
﻿"2022-05-14 10:27:19.038",0.06372922,0
﻿"2022-05-14 10:32:19.038",0.06372922,0
﻿"2022-05-14 10:37:19.043",0.06372922,0
﻿"2022-05-14 10:42:19.035",0.06372922,0
﻿"2022-05-14 10:47:19.036",0.06372922,0
﻿"2022-05-14 10:52:19.040",0.06372922,0
﻿"2022-05-14 10:57:19.044",0.06372922,0
﻿"2022-05-14 11:02:19.032",0.06372922,0
﻿"2022-05-14 11:07:19.037",0.06372922,0
﻿"2022-05-14 11:12:19.041",0.06372922,0
﻿"2022-05-14 11:17:19.029",0.06372922,0
﻿"2022-05-14 11:22:19.022",0.06372922,0
﻿"2022-05-14 11:27:19.021",0.06372922,0
﻿"2022-05-14 11:32:19.026",0.06372922,0
﻿"2022-05-14 11:37:19.031",0.06372922,0
﻿"2022-05-14 11:42:19.019",0.06372922,0
﻿"2022-05-14 11:47:19.024",0.06372922,0
﻿"2022-05-14 11:52:19.028",0.06372922,0
﻿"2022-05-14 11:57:19.019",0.06372922,0
﻿"2022-05-14 12:02:19.021",0.06372922,0
﻿"2022-05-14 12:07:19.010",0.06372922,0
﻿"2022-05-14 12:12:19.012",0.06372922,0
﻿"2022-05-14 12:17:19.018",0.06372922,0
﻿"2022-05-14 12:22:19.008",0.06372922,0
﻿"2022-05-14 12:27:19.010",0.06372922,0
﻿"2022-05-14 12:32:19.015",0.06372922,0
﻿"2022-05-14 12:37:19.019",0.06372922,0
﻿"2022-05-14 12:42:19.006",0.06372922,0
﻿"2022-05-14 12:47:19.011",0.06372922,0
﻿"2022-05-14 12:52:19.016",0.06372922,0
﻿"2022-05-14 12:57:19.004",0.06372922,0
﻿"2022-05-14 13:02:18.993",0.06372922,0
﻿"2022-05-14 13:07:18.996",0.06372922,0
﻿"2022-05-14 13:12:19.001",0.06372922,0
﻿"2022-05-14 13:17:18.991",0.06372922,0
﻿"2022-05-14 13:22:18.993",0.06372922,0
﻿"2022-05-14 13:27:18.998",0.06372922,0
﻿"2022-05-14 13:32:18.989",0.06372922,0
﻿"2022-05-14 13:37:18.991",0.06372922,0
﻿"2022-05-14 13:42:18.995",0.06372922,0
﻿"2022-05-14 13:47:18.982",0.06372922,0
﻿"2022-05-14 13:52:18.987",0.06372922,0
﻿"2022-05-14 13:57:18.978",0.06372922,0
﻿"2022-05-14 14:02:18.980",0.06372922,0
﻿"2022-05-14 14:07:18.985",0.06372922,0
﻿"2022-05-14 14:12:18.976",0.06372922,0
﻿"2022-05-14 14:17:18.977",0.06372922,0
﻿"2022-05-14 14:22:18.982",0.06372922,0
﻿"2022-05-14 14:27:18.972",0.06372922,0
﻿"2022-05-14 14:32:18.974",0.06372922,0
﻿"2022-05-14 14:37:18.962",0.06372922,0
﻿"2022-05-14 14:42:18.966",0.06372922,0
﻿"2022-05-14 14:47:18.971",0.06372922,0
﻿"2022-05-14 14:52:18.961",0.06372922,0
﻿"2022-05-14 14:57:18.964",0.06372922,0
﻿"2022-05-14 15:02:18.968",0.06372922,0
﻿"2022-05-14 15:07:18.959",0.06372922,0
﻿"2022-05-14 15:12:18.960",0.06372922,0
﻿"2022-05-14 15:17:18.965",0.06372922,0
﻿"2022-05-14 15:22:18.969",0.06372922,0
﻿"2022-05-14 15:27:18.957",0.06372922,0
﻿"2022-05-14 15:32:18.945",0.06372922,0
﻿"2022-05-14 15:37:18.949",0.06372922,0
﻿"2022-05-14 15:42:18.954",0.06372922,0
﻿"2022-05-14 15:47:18.944",0.06372922,0
﻿"2022-05-14 15:52:18.946",0.06372922,0
﻿"2022-05-14 15:57:18.952",0.06372922,0
﻿"2022-05-14 16:02:18.943",0.06372922,0
﻿"2022-05-14 16:07:18.944",0.06372922,0
﻿"2022-05-14 16:12:18.949",0.06372922,0
﻿"2022-05-14 16:17:18.937",0.06372922,0
﻿"2022-05-14 16:22:18.941",0.06372922,0
﻿"2022-05-14 16:27:18.945",0.06372922,0
﻿"2022-05-14 16:32:18.934",0.06372922,0
﻿"2022-05-14 16:37:18.938",0.06372922,0
﻿"2022-05-14 16:42:18.942",0.06372922,0
﻿"2022-05-14 16:47:18.930",0.06372922,0
﻿"2022-05-14 16:52:18.935",0.06372922,0
﻿"2022-05-14 16:57:18.939",0.06372922,0
﻿"2022-05-14 17:02:18.928",0.06372922,0
﻿"2022-05-14 17:07:18.919",0.06372922,0
﻿"2022-05-14 17:12:18.920",0.06372922,0
﻿"2022-05-14 17:17:18.925",0.06372922,0
﻿"2022-05-14 17:22:18.917",0.06372922,0
﻿"2022-05-14 17:27:18.917",0.06372922,0
﻿"2022-05-14 17:32:18.922",0.06372922,0
﻿"2022-05-14 17:37:18.926",0.06372922,0
﻿"2022-05-14 17:42:18.914",0.06372922,0
﻿"2022-05-14 17:47:18.918",0.06372922,0
﻿"2022-05-14 17:52:18.923",0.06372922,0
﻿"2022-05-14 17:57:18.917",0.06372922,0
﻿"2022-05-14 18:02:18.916",0.06372922,0
﻿"2022-05-14 18:07:18.905",0.06372922,0
﻿"2022-05-14 18:12:18.908",0.06372922,0
﻿"2022-05-14 18:17:18.913",0.06372922,0
﻿"2022-05-14 18:22:18.901",0.06372922,0
﻿"2022-05-14 18:27:18.905",0.06372922,0
﻿"2022-05-14 18:32:18.910",0.06372922,0
﻿"2022-05-14 18:37:18.899",0.06372922,0
﻿"2022-05-14 18:42:18.902",0.06372922,0
﻿"2022-05-14 18:47:18.890",0.06372922,0
﻿"2022-05-14 18:52:18.895",0.06372922,0
﻿"2022-05-14 18:57:18.899",0.06372922,0
﻿"2022-05-14 19:02:18.889",0.06372922,0
﻿"2022-05-14 19:07:18.891",0.06372922,0
﻿"2022-05-14 19:12:18.896",0.06372922,0
﻿"2022-05-14 19:17:18.886",0.06372922,0
﻿"2022-05-14 19:22:18.888",0.06372922,0
﻿"2022-05-14 19:27:18.893",0.06372922,0
﻿"2022-05-14 19:32:18.883",0.06372922,0
﻿"2022-05-14 19:37:18.886",0.06372922,0
﻿"2022-05-14 19:42:18.874",0.06372922,0
﻿"2022-05-14 19:47:18.878",0.06372922,0
﻿"2022-05-14 19:52:18.882",0.06372922,0
﻿"2022-05-14 19:57:18.872",0.06372922,0
﻿"2022-05-14 20:02:18.875",0.06372922,0
﻿"2022-05-14 20:07:18.879",0.06372922,0
﻿"2022-05-14 20:12:18.871",0.06372922,0
﻿"2022-05-14 20:17:18.872",0.06372922,0
﻿"2022-05-14 20:22:18.876",0.06372922,0
﻿"2022-05-14 20:27:18.865",0.06372922,0
﻿"2022-05-14 20:32:18.869",0.06372922,0
﻿"2022-05-14 20:37:18.859",0.06372922,0
﻿"2022-05-14 20:42:18.861",0.06372922,0
﻿"2022-05-14 20:47:18.859",0.06372922,0
﻿"2022-05-14 20:52:18.857",0.06372922,0
﻿"2022-05-14 20:57:18.859",0.06372922,0
﻿"2022-05-14 21:02:18.863",0.06372922,0
﻿"2022-05-14 21:07:18.868",0.06372922,0
﻿"2022-05-14 21:12:18.856",0.06372922,0
﻿"2022-05-14 21:17:18.861",0.06372922,0
﻿"2022-05-14 21:22:18.865",0.06372922,0
﻿"2022-05-14 21:27:18.855",0.06372922,0
﻿"2022-05-14 21:32:18.857",0.06372922,0
﻿"2022-05-14 21:37:18.862",0.06372922,0
﻿"2022-05-14 21:42:18.852",0.06372922,0
﻿"2022-05-14 21:47:18.854",0.06372922,0
﻿"2022-05-14 21:52:18.859",0.06372922,0
﻿"2022-05-14 21:57:18.850",0.06372922,0
﻿"2022-05-14 22:02:18.851",0.06372922,0
﻿"2022-05-14 22:07:18.856",0.06372922,0
﻿"2022-05-14 22:12:18.861",0.06372922,0
﻿"2022-05-14 22:17:18.848",0.06372922,0
﻿"2022-05-14 22:22:18.852",0.06372922,0
﻿"2022-05-14 22:27:18.858",0.06372922,0
﻿"2022-05-14 22:32:18.847",0.06372922,0
﻿"2022-05-14 22:37:18.850",0.06372922,0
﻿"2022-05-14 22:42:18.854",0.06372922,0
﻿"2022-05-14 22:47:18.846",0.06372922,0
﻿"2022-05-14 22:52:18.847",0.06372922,0
﻿"2022-05-14 22:57:18.838",0.06372922,0
﻿"2022-05-14 23:02:18.840",0.06372922,0
﻿"2022-05-14 23:07:18.844",0.06372922,0
﻿"2022-05-14 23:12:18.837",0.06372922,0
﻿"2022-05-14 23:17:18.836",0.06372922,0
﻿"2022-05-14 23:22:18.840",0.06372922,0
﻿"2022-05-14 23:27:18.846",0.06372922,0
﻿"2022-05-14 23:32:18.834",0.06372922,0
﻿"2022-05-14 23:37:18.838",0.06372922,0
﻿"2022-05-14 23:42:18.843",0.06372922,0
﻿"2022-05-14 23:47:18.830",0.06372922,0
﻿"2022-05-14 23:52:18.822",0.06372922,0
﻿"2022-05-14 23:57:18.823",0.06372922,0
﻿"2022-05-15 00:02:18.828",0.06372922,0
﻿"2022-05-15 00:07:18.832",0.06372922,0
﻿"2022-05-15 00:12:18.822",0.06372922,0
﻿"2022-05-15 00:17:18.824",0.06372922,0
﻿"2022-05-15 00:22:18.829",0.06372922,0
﻿"2022-05-15 00:27:18.820",0.06372922,0
﻿"2022-05-15 00:32:18.822",0.06372922,0
﻿"2022-05-15 00:37:18.826",0.06372922,0
﻿"2022-05-15 00:42:18.814",0.06372922,0
﻿"2022-05-15 00:47:18.818",0.06372922,0
﻿"2022-05-15 00:52:18.823",0.06372922,0
﻿"2022-05-15 00:57:18.813",0.06372922,0
﻿"2022-05-15 01:02:18.816",0.06372922,0
﻿"2022-05-15 01:07:18.820",0.06372922,0
﻿"2022-05-15 01:12:18.810",0.06372922,0
﻿"2022-05-15 01:17:18.813",0.06372922,0
﻿"2022-05-15 01:22:18.817",0.06372922,0
﻿"2022-05-15 01:27:18.805",0.06372922,0
﻿"2022-05-15 01:32:18.809",0.06372922,0
﻿"2022-05-15 01:37:18.800",0.06372922,0
﻿"2022-05-15 01:42:18.802",0.06372922,0
﻿"2022-05-15 01:47:18.806",0.06372922,0
﻿"2022-05-15 01:52:18.798",0.06372922,0
﻿"2022-05-15 01:57:18.800",0.06372922,0
﻿"2022-05-15 02:02:18.803",0.06372922,0
﻿"2022-05-15 02:07:18.808",0.06372922,0
﻿"2022-05-15 02:12:18.796",0.06372922,0
﻿"2022-05-15 02:17:18.788",0.06372922,0
﻿"2022-05-15 02:22:18.789",0.06372922,0
﻿"2022-05-15 02:27:18.793",0.06372922,0
﻿"2022-05-15 02:32:18.798",0.06372922,0
﻿"2022-05-15 02:37:18.785",0.06372922,0
